unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT,10_C10_33,E_AESBHM,FI	: 	: 	: 	: 	: 	: 	51 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,FR	: 	: 	: 	: 	: 	: 	36 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,HR	: 	: 	: 	: 	: 	: 	33 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,HU	: 	: 	: 	: 	: 	: 	33 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,IE	: 	: 	: 	: 	: 	: 	54 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,IT	: 	: 	: 	: 	: 	: 	24 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,LT	: 	: 	: 	: 	: 	: 	34 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,LU	: 	: 	: 	: 	: 	: 	: c	: 	: 
PC_ENT,10_C10_33,E_AESBHM,LV	: 	: 	: 	: 	: 	: 	22 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,MK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESBHM,MT	: 	: 	: 	: 	: 	: 	13 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,NL	: 	: 	: 	: 	: 	: 	46 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,NO	: 	: 	: 	: 	: 	: 	55 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,PL	: 	: 	: 	: 	: 	: 	19 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,PT	: 	: 	: 	: 	: 	: 	22 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,RO	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,SE	: 	: 	: 	: 	: 	: 	56 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,SI	: 	: 	: 	: 	: 	: 	23 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,SK	: 	: 	: 	: 	: 	: 	25 	: 	: 
PC_ENT,10_C10_33,E_AESBHM,UK	: 	: 	: 	: 	: 	: 	53 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,AT	: 	: 	: 	: 	: 	: 	10 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,BE	: 	: 	: 	: 	: 	: 	11 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,BG	2 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESBWW,CY	6 	: 	: 	: 	: 	: 	10 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,CZ	12 	: 	: 	: 	: 	: 	10 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,DE	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESBWW,DK	: 	: 	: 	: 	: 	: 	20 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EA	: 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EE	8 	: 	: 	: 	: 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EL	3 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,ES	8 	: 	: 	: 	: 	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EU15	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EU27	: 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,EU28	: 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,FI	: 	: 	: 	: 	: 	: 	12 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,FR	: 	: 	: 	: 	: 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,HR	5 	: 	: 	: 	: 	: 	15 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,HU	6 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,IE	: 	: 	: 	: 	: 	: 	24 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,IT	13 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,LT	: 	: 	: 	: 	: 	: 	12 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,LU	8 	: 	: 	: 	: 	: 	: c	: 	: 
PC_ENT,10_C10_33,E_AESBWW,LV	9 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,MK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESBWW,MT	: 	: 	: 	: 	: 	: 	11 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,NL	13 	: 	: 	: 	: 	: 	9 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,NO	6 	: 	: 	: 	: 	: 	11 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,PL	4 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESBWW,PT	7 	: 	: 	: 	: 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,RO	1 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,SE	12 	: 	: 	: 	: 	: 	11 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,SI	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,SK	5 	: 	: 	: 	: 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESBWW,UK	: 	: 	: 	: 	: 	: 	13 	: 	: 
PC_ENT,10_C10_33,E_AESELL,AT	22 	21 	23 	17 	19 	18 	13 	19 	14 
PC_ENT,10_C10_33,E_AESELL,BE	: u	: u	: u	: u	: u	26 	25 	27 	: u
PC_ENT,10_C10_33,E_AESELL,BG	9 	7 	7 	8 	7 	6 	6 	3 	2 
PC_ENT,10_C10_33,E_AESELL,CY	4 	5 	1 	3 	1 	1 	2 	3 	2 
PC_ENT,10_C10_33,E_AESELL,CZ	24 	28 	25 	28 	29 	27 	29 	22 	14 
PC_ENT,10_C10_33,E_AESELL,DE	27 	28 	30 	25 	28 	27 	: u	26 	19 
PC_ENT,10_C10_33,E_AESELL,DK	25 	24 	25 	21 	23 	22 	24 	27 	: u
PC_ENT,10_C10_33,E_AESELL,EA	20 	20 	19 	16 	17 	15 	14 	15 	13 
PC_ENT,10_C10_33,E_AESELL,EE	17 	15 	15 	14 	10 	12 	11 	10 	13 
PC_ENT,10_C10_33,E_AESELL,EL	6 	6 	6 	: u	: u	: u	11 	: u	: u
PC_ENT,10_C10_33,E_AESELL,ES	20 	20 	16 	18 	14 	14 	12 	15 	12 
PC_ENT,10_C10_33,E_AESELL,EU15	21 	21 	20 	18 	18 	17 	15 	16 	14 
PC_ENT,10_C10_33,E_AESELL,EU25	: 	: 	: 	: 	: 	: 	: 	15 	13 
PC_ENT,10_C10_33,E_AESELL,EU27	19 	19 	19 	17 	17 	16 	15 	15 	12 
PC_ENT,10_C10_33,E_AESELL,EU28	19 	19 	19 	17 	17 	16 	15 	15 	12 
PC_ENT,10_C10_33,E_AESELL,FI	27 	23 	24 	24 	24 	24 	23 	23 	17 
PC_ENT,10_C10_33,E_AESELL,FR	22 	24 	24 	20 	19 	17 	17 	18 	16 
PC_ENT,10_C10_33,E_AESELL,HR	19 	18 	20 	25 	22 	25 	21 	25 	23 
PC_ENT,10_C10_33,E_AESELL,HU	13 	12 	12 	11 	11 	10 	11 	9 	6 
PC_ENT,10_C10_33,E_AESELL,IE	42 	36 	32 	33 	32 	30 	35 	31 	26 
PC_ENT,10_C10_33,E_AESELL,IS	: 	: 	: 	31 	28 	38 	: 	21 	: 
PC_ENT,10_C10_33,E_AESELL,IT	10 	9 	8 	6 	6 	4 	4 	3 	4 
PC_ENT,10_C10_33,E_AESELL,LT	23 	21 	21 	19 	22 	19 	25 	25 	25 
PC_ENT,10_C10_33,E_AESELL,LU	17 	16 	: c	20 	17 	19 	21 	17 	: u
PC_ENT,10_C10_33,E_AESELL,LV	10 	9 	10 	7 	7 	7 	9 	5 	4 
PC_ENT,10_C10_33,E_AESELL,MK	: 	4 	3 	: u	4 	: u	: u	4 	: 
PC_ENT,10_C10_33,E_AESELL,MT	10 	11 	13 	13 	11 	10 	11 	12 	11 
PC_ENT,10_C10_33,E_AESELL,NL	24 	23 	25 	26 	22 	20 	25 	27 	29 
PC_ENT,10_C10_33,E_AESELL,NO	28 	24 	28 	26 	22 	31 	30 	37 	37 
PC_ENT,10_C10_33,E_AESELL,PL	13 	13 	13 	13 	12 	: u	: u	: u	: u
PC_ENT,10_C10_33,E_AESELL,PT	18 	15 	17 	14 	15 	11 	14 	24 	15 
PC_ENT,10_C10_33,E_AESELL,RO	8 	7 	8 	7 	6 	4 	4 	6 	3 
PC_ENT,10_C10_33,E_AESELL,RS	: 	: 	: 	21 	: 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESELL,SE	33 	31 	31 	29 	30 	31 	28 	28 	25 
PC_ENT,10_C10_33,E_AESELL,SI	18 	17 	19 	17 	12 	11 	12 	12 	10 
PC_ENT,10_C10_33,E_AESELL,SK	18 	17 	18 	15 	19 	14 	18 	7 	4 
PC_ENT,10_C10_33,E_AESELL,TR	10 	11 	13 	: 	: 	: 	: 	10 	: 
PC_ENT,10_C10_33,E_AESELL,UK	25 	27 	25 	26 	23 	25 	22 	19 	22 
PC_ENT,10_C10_33,E_AESEU,AT	15 	: 	14 	: 	11 	: 	8 	: 	7 
PC_ENT,10_C10_33,E_AESEU,BE	: u	: 	16 	: 	11 	: 	14 	: 	: 
PC_ENT,10_C10_33,E_AESEU,BG	3 	: 	: u	: 	: u	: 	: c	: 	1 
PC_ENT,10_C10_33,E_AESEU,CY	3 	: 	1 	: 	1 	: 	1 	: 	1 
PC_ENT,10_C10_33,E_AESEU,CZ	15 	: 	14 	: 	16 	: 	16 	: 	7 
PC_ENT,10_C10_33,E_AESEU,DE	13 	: 	12 	: 	: u	: 	: u	: 	12 
PC_ENT,10_C10_33,E_AESEU,DK	11 	: 	12 	: 	11 	: 	9 	: 	: u
PC_ENT,10_C10_33,E_AESEU,EA	9 	: 	9 	: 	7 	: 	6 	: 	6 
PC_ENT,10_C10_33,E_AESEU,EE	8 	: 	7 	: 	5 	: 	6 	: 	6 
PC_ENT,10_C10_33,E_AESEU,EL	2 	: 	2 	: 	: u	: 	5 	: 	: u
PC_ENT,10_C10_33,E_AESEU,ES	6 	: 	5 	: 	4 	: 	3 	: 	4 
PC_ENT,10_C10_33,E_AESEU,EU15	10 	: 	9 	: 	7 	: 	6 	: 	6 
PC_ENT,10_C10_33,E_AESEU,EU25	: 	: 	: 	: 	: 	: 	: 	: 	5 
PC_ENT,10_C10_33,E_AESEU,EU27	9 	: 	8 	: 	7 	: 	6 	: 	5 
PC_ENT,10_C10_33,E_AESEU,EU28	9 	: 	8 	: 	7 	: 	6 	: 	5 
PC_ENT,10_C10_33,E_AESEU,FI	8 	: 	8 	: 	6 	: 	5 	: 	: u
PC_ENT,10_C10_33,E_AESEU,FR	9 	: 	10 	: 	7 	: 	6 	: 	5 
PC_ENT,10_C10_33,E_AESEU,HR	9 	: 	11 	: 	9 	: 	8 	: 	: 
PC_ENT,10_C10_33,E_AESEU,HU	5 	: 	5 	: 	4 	: 	4 	: 	2 
PC_ENT,10_C10_33,E_AESEU,IE	25 	: 	18 	: 	15 	: 	19 	: 	13 
PC_ENT,10_C10_33,E_AESEU,IS	: 	: 	: 	: 	6 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESEU,IT	5 	: 	4 	: 	3 	: 	2 	: 	1 
PC_ENT,10_C10_33,E_AESEU,LT	13 	: 	11 	: 	11 	: 	13 	: 	14 
PC_ENT,10_C10_33,E_AESEU,LU	13 	: 	13 	: 	: c	: 	: c	: 	: c
PC_ENT,10_C10_33,E_AESEU,LV	3 	: 	3 	: 	: c	: 	3 	: 	2 
PC_ENT,10_C10_33,E_AESEU,MK	: 	: 	0 n	: 	2 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESEU,MT	4 	: 	7 	: 	7 	: 	7 	: 	8 
PC_ENT,10_C10_33,E_AESEU,NL	12 	: 	11 	: 	9 	: 	8 	: 	16 
PC_ENT,10_C10_33,E_AESEU,NO	4 	: 	4 	: 	5 	: 	5 	: 	3 
PC_ENT,10_C10_33,E_AESEU,PL	5 	: 	5 	: 	: u	: 	: u	: 	2 
PC_ENT,10_C10_33,E_AESEU,PT	9 	: 	9 	: 	6 	: 	6 	: 	: u
PC_ENT,10_C10_33,E_AESEU,RO	1 	: 	3 	: 	3 	: 	2 	: 	1 
PC_ENT,10_C10_33,E_AESEU,SE	14 	: 	13 	: 	10 	: 	13 	: 	10 
PC_ENT,10_C10_33,E_AESEU,SI	8 	: 	9 	: 	5 	: 	5 	: 	4 
PC_ENT,10_C10_33,E_AESEU,SK	10 	: 	8 	: 	11 	: 	7 	: 	2 
PC_ENT,10_C10_33,E_AESEU,TR	: 	: 	5 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESEU,UK	12 	: 	9 	: 	10 	: 	8 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,AT	6 	: 	5 	: 	4 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,BE	6 	: 	7 	: 	3 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,BG	: u	: 	: u	: 	: c	: 	: c	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,CY	2 	: 	1 	: 	0 n	: 	1 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,CZ	5 	: 	5 	: 	6 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,DE	7 	: 	6 	: 	5 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,DK	5 	: 	5 	: 	5 	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EA	4 	: 	4 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EE	2 	: 	3 	: 	2 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EL	1 	: 	1 	: 	: u	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,ES	3 	: 	2 	: 	1 	: 	1 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EU15	5 	: 	4 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EU27	4 	: 	4 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,EU28	4 	: 	4 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,FI	3 	: 	4 	: 	3 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,FR	5 	: 	5 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,HR	4 	: 	8 	: 	4 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,HU	2 	: 	2 	: 	1 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,IE	13 	: 	11 	: 	7 	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,IS	: 	: 	: 	: 	3 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,IT	3 	: 	2 	: 	2 	: 	1 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,LT	5 	: 	6 	: 	6 	: 	7 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,LU	3 	: 	4 	: 	: c	: 	: c	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,LV	: c	: 	: c	: 	: c	: 	1 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,MK	: 	: 	0 n	: 	1 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,MT	2 	: 	4 	: 	3 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,NL	4 	: 	4 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,NO	1 	: 	2 	: 	3 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,PL	2 	: 	2 	: 	: u	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,PT	4 	: 	4 	: 	0 n	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,RO	1 	: 	1 	: 	1 	: 	0 n	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,SE	2 	: 	2 	: 	5 	: 	6 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,SI	4 	: 	: c	: 	: c	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,SK	3 	: 	3 	: 	3 	: 	2 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,TR	: 	: 	: u	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESEUWW,UK	8 	: 	6 	: 	6 	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESHM,AT	21 	: 	21 	: 	17 	: 	11 	: 	12 
PC_ENT,10_C10_33,E_AESHM,BE	: u	: 	: u	: 	: u	: 	22 	: 	: 
PC_ENT,10_C10_33,E_AESHM,BG	9 	: 	7 	: 	6 	: 	: u	: 	2 
PC_ENT,10_C10_33,E_AESHM,CY	4 	: 	1 	: 	1 	: 	2 	: 	2 
PC_ENT,10_C10_33,E_AESHM,CZ	23 	: 	24 	: 	28 	: 	25 	: 	13 
PC_ENT,10_C10_33,E_AESHM,DE	25 	: 	24 	: 	: u	: 	: u	: 	19 
PC_ENT,10_C10_33,E_AESHM,DK	22 	: 	21 	: 	22 	: 	21 	: 	: u
PC_ENT,10_C10_33,E_AESHM,EA	18 	: 	17 	: 	15 	: 	13 	: 	11 
PC_ENT,10_C10_33,E_AESHM,EE	15 	: 	13 	: 	9 	: 	10 	: 	10 
PC_ENT,10_C10_33,E_AESHM,EL	6 	: 	5 	: 	: u	: 	9 	: 	: u
PC_ENT,10_C10_33,E_AESHM,ES	20 	: 	16 	: 	14 	: 	11 	: 	12 
PC_ENT,10_C10_33,E_AESHM,EU15	20 	: 	19 	: 	16 	: 	14 	: 	12 
PC_ENT,10_C10_33,E_AESHM,EU25	: 	: 	: 	: 	: 	: 	: 	: 	11 
PC_ENT,10_C10_33,E_AESHM,EU27	18 	: 	17 	: 	16 	: 	14 	: 	10 
PC_ENT,10_C10_33,E_AESHM,EU28	18 	: 	17 	: 	16 	: 	14 	: 	10 
PC_ENT,10_C10_33,E_AESHM,FI	25 	: 	22 	: 	20 	: 	22 	: 	16 
PC_ENT,10_C10_33,E_AESHM,FR	22 	: 	23 	: 	19 	: 	17 	: 	15 
PC_ENT,10_C10_33,E_AESHM,HR	17 	: 	17 	: 	20 	: 	15 	: 	: 
PC_ENT,10_C10_33,E_AESHM,HU	12 	: 	10 	: 	10 	: 	10 	: 	5 
PC_ENT,10_C10_33,E_AESHM,IE	34 	: 	27 	: 	20 	: 	31 	: 	21 
PC_ENT,10_C10_33,E_AESHM,IS	: 	: 	: 	: 	22 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESHM,IT	9 	: 	8 	: 	5 	: 	4 	: 	2 
PC_ENT,10_C10_33,E_AESHM,LT	21 	: 	20 	: 	21 	: 	23 	: 	24 
PC_ENT,10_C10_33,E_AESHM,LU	11 	: 	13 	: 	: c	: 	: c	: 	: c
PC_ENT,10_C10_33,E_AESHM,LV	9 	: 	9 	: 	7 	: 	8 	: 	3 
PC_ENT,10_C10_33,E_AESHM,MK	: 	: 	2 	: 	3 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESHM,MT	6 	: 	9 	: 	8 	: 	7 	: 	7 
PC_ENT,10_C10_33,E_AESHM,NL	23 	: 	23 	: 	21 	: 	23 	: 	28 
PC_ENT,10_C10_33,E_AESHM,NO	25 	: 	24 	: 	19 	: 	24 	: 	27 
PC_ENT,10_C10_33,E_AESHM,PL	12 	: 	13 	: 	: u	: 	: u	: 	5 
PC_ENT,10_C10_33,E_AESHM,PT	15 	: 	16 	: 	13 	: 	13 	: 	14 
PC_ENT,10_C10_33,E_AESHM,RO	5 	: 	5 	: 	5 	: 	4 	: 	3 
PC_ENT,10_C10_33,E_AESHM,SE	32 	: 	29 	: 	28 	: 	26 	: 	22 
PC_ENT,10_C10_33,E_AESHM,SI	15 	: 	16 	: 	9 	: 	10 	: 	7 
PC_ENT,10_C10_33,E_AESHM,SK	15 	: 	15 	: 	16 	: 	16 	: 	3 
PC_ENT,10_C10_33,E_AESHM,TR	: 	: 	13 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESHM,UK	25 	: 	25 	: 	22 	: 	19 	: 	: 
PC_ENT,10_C10_33,E_AESWW,AT	6 	: 	6 	: 	5 	: 	4 	: 	3 
PC_ENT,10_C10_33,E_AESWW,BE	6 	: 	7 	: 	3 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AESWW,BG	: u	: 	: u	: 	: u	: 	: c	: 	0 n
PC_ENT,10_C10_33,E_AESWW,CY	2 	: 	1 	: 	0 n	: 	1 	: 	1 
PC_ENT,10_C10_33,E_AESWW,CZ	5 	: 	5 	: 	6 	: 	7 	: 	2 
PC_ENT,10_C10_33,E_AESWW,DE	7 	: 	7 	: 	: u	: 	: u	: 	7 
PC_ENT,10_C10_33,E_AESWW,DK	5 	: 	5 	: 	5 	: 	4 	: 	: u
PC_ENT,10_C10_33,E_AESWW,EA	5 	: 	4 	: 	3 	: 	3 	: 	4 
PC_ENT,10_C10_33,E_AESWW,EE	2 	: 	3 	: 	2 	: 	2 	: 	2 
PC_ENT,10_C10_33,E_AESWW,EL	1 	: 	1 	: 	: u	: 	5 	: 	: u
PC_ENT,10_C10_33,E_AESWW,ES	3 	: 	2 	: 	1 	: 	1 	: 	2 
PC_ENT,10_C10_33,E_AESWW,EU15	5 	: 	5 	: 	4 	: 	4 	: 	4 
PC_ENT,10_C10_33,E_AESWW,EU25	: 	: 	: 	: 	: 	: 	: 	: 	3 
PC_ENT,10_C10_33,E_AESWW,EU27	5 	: 	4 	: 	3 	: 	3 	: 	3 
PC_ENT,10_C10_33,E_AESWW,EU28	5 	: 	4 	: 	3 	: 	3 	: 	3 
PC_ENT,10_C10_33,E_AESWW,FI	4 	: 	5 	: 	4 	: 	3 	: 	: u
PC_ENT,10_C10_33,E_AESWW,FR	5 	: 	6 	: 	4 	: 	3 	: 	6 
PC_ENT,10_C10_33,E_AESWW,HR	4 	: 	8 	: 	5 	: 	4 	: 	: 
PC_ENT,10_C10_33,E_AESWW,HU	2 	: 	2 	: 	1 	: 	2 	: 	1 
PC_ENT,10_C10_33,E_AESWW,IE	15 	: 	13 	: 	8 	: 	12 	: 	7 
PC_ENT,10_C10_33,E_AESWW,IS	: 	: 	: 	: 	4 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESWW,IT	3 	: 	2 	: 	2 	: 	1 	: 	2 
PC_ENT,10_C10_33,E_AESWW,LT	5 	: 	7 	: 	7 	: 	8 	: 	8 
PC_ENT,10_C10_33,E_AESWW,LU	3 	: 	4 	: 	: c	: 	: c	: 	: c
PC_ENT,10_C10_33,E_AESWW,LV	: c	: 	: c	: 	: c	: 	2 	: 	: u
PC_ENT,10_C10_33,E_AESWW,MK	: 	: 	1 	: 	1 	: 	: u	: 	: 
PC_ENT,10_C10_33,E_AESWW,MT	2 	: 	4 	: 	4 	: 	3 	: 	3 
PC_ENT,10_C10_33,E_AESWW,NL	4 	: 	4 	: 	3 	: 	4 	: 	9 
PC_ENT,10_C10_33,E_AESWW,NO	1 	: 	2 	: 	3 	: 	3 	: 	2 
PC_ENT,10_C10_33,E_AESWW,PL	2 	: 	2 	: 	: u	: 	: u	: 	1 
PC_ENT,10_C10_33,E_AESWW,PT	4 	: 	4 	: 	3 	: 	: u	: 	: u
PC_ENT,10_C10_33,E_AESWW,RO	1 	: 	1 	: 	1 	: 	0 n	: 	0 n
PC_ENT,10_C10_33,E_AESWW,SE	7 	: 	7 	: 	5 	: 	6 	: 	6 
PC_ENT,10_C10_33,E_AESWW,SI	4 	: 	: c	: 	: c	: 	3 	: 	: c
PC_ENT,10_C10_33,E_AESWW,SK	3 	: 	3 	: 	3 	: 	2 	: 	1 
PC_ENT,10_C10_33,E_AESWW,TR	: 	: 	: u	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_33,E_AESWW,UK	9 	: 	6 	: 	7 	: 	5 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,AT	12 	11 	13 	8 	10 	9 	6 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,BE	: u	: u	16 	: u	10 	14 	14 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,BG	7 	5 	5 	5 	5 	4 	: u	: 	: 
PC_ENT,10_C10_33,E_AWSELL,CY	3 	4 	1 	3 	1 	1 	2 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,CZ	15 	18 	17 	17 	18 	13 	14 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,DE	16 	17 	19 	15 	17 	18 	: u	: 	: 
PC_ENT,10_C10_33,E_AWSELL,DK	14 	13 	13 	11 	13 	13 	16 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EA	11 	12 	11 	8 	9 	9 	8 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EE	10 	8 	9 	6 	4 	6 	6 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EL	5 	5 	5 	: u	: u	: u	11 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,ES	10 	10 	8 	7 	6 	5 	6 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EU15	12 	13 	12 	10 	10 	10 	9 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EU27	11 	12 	12 	9 	10 	9 	9 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,EU28	11 	12 	12 	9 	10 	9 	9 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,FI	14 	14 	12 	12 	12 	11 	10 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,FR	10 	12 	13 	6 	7 	8 	7 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,HR	13 	11 	14 	14 	16 	23 	15 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,HU	7 	6 	6 	5 	6 	5 	6 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,IE	20 	21 	16 	17 	15 	20 	25 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,IS	12 	: 	: 	16 	19 	28 	: 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,IT	7 	6 	5 	3 	4 	2 	3 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,LT	17 	16 	17 	15 	17 	15 	22 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,LU	11 	9 	: c	11 	12 	13 	14 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,LV	5 	5 	5 	: c	4 	4 	6 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,MK	: 	3 	2 	: u	3 	4 	: u	: 	: 
PC_ENT,10_C10_33,E_AWSELL,MT	7 	6 	9 	9 	8 	6 	7 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,NL	17 	16 	17 	18 	15 	13 	17 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,NO	22 	16 	19 	18 	17 	24 	24 	: 	: 
PC_ENT,10_C10_33,E_AWSELL,PL	8 	9 	9 	9 	: u	: u	: u	: 	: 
PC_ENT,10_C10_33,E_AWSELL,PT	9 	8 	7 	6 	6 	4 	: u	: 	: 
